country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2012,95.92294021655418,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2013,96.44622729049148,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2014,96.92338740065615,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2015,96.76209216447714,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2016,96.60156349604948,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2017,96.44181386150007,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2018,96.28281310575669,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2019,96.12456448958274,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2020,95.96707640546337,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2021,95.81034352398456,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using safely managed drinking water services,2022,95.6543313759674,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2000,16.96313439440735,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2001,17.44534963765192,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2002,17.9278350570634,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2003,18.41059194424577,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2004,18.89397713011149,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2005,19.37799406740557,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2006,19.86228633588119,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2007,20.34721673177649,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2008,20.8462050574285,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2009,21.41869061155226,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2010,21.99383152449451,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2011,22.57164500451491,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2012,23.15214873042525,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2013,23.73499126881682,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2014,24.32092540208339,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2015,24.90960295733944,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2016,25.50104014758196,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2017,26.09488040129515,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2018,26.69338329412249,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2019,27.29620992931084,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2020,27.90376663571504,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2021,28.46830325029087,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using safely managed drinking water services,2022,29.13127956971496,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2000,98.16673936798277,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2001,98.17581291131219,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2002,98.17794445908173,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2003,98.18010644740927,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2004,98.18223820321542,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2005,98.24079537667619,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2006,98.29946537331529,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2007,98.35997217549857,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2008,98.4199095876543,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2009,98.47926404194233,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2010,98.5380639140145,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2011,98.59599111690321,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2012,98.65167709981,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2013,98.70725355263779,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2014,98.76270633992841,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2015,98.81806209923354,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2016,98.87330748525871,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2017,98.92850336575616,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2018,98.98362608550525,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2019,99.0386196317734,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2020,99.03894619179758,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2021,99.03932082667262,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using safely managed drinking water services,2022,99.03972928524249,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2000,8.530864702314769,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2001,8.396017559972801,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2002,8.261703375093473,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2003,8.127788809726903,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2004,7.99427543453696,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2005,7.863782423263377,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2006,7.736172294960119,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2007,7.611429440359549,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2008,7.48929311659285,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2009,7.369627695545875,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2010,7.252413323619532,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2011,7.137399457871072,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2012,7.024562340887291,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2013,6.913763679855238,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2014,6.804762023890281,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2015,6.6975310443207,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2016,6.592035545489912,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2017,6.48793757270195,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2018,6.385206969078476,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2019,6.283710971333307,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2020,6.183318162521616,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2021,6.083897944864657,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using safely managed drinking water services,2022,6.126444638987532,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2000,5.52087398982528,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2001,5.554363404163887,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2002,5.586597042937323,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2003,5.617820600076021,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2004,5.647914451459105,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2005,5.676879518500811,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2006,5.704717782178895,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2007,5.73155994162129,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2008,5.757150621604387,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2009,5.781619435075382,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2010,5.807364525020766,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2011,5.834463666749264,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2012,5.863130312735314,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2013,5.893310932552517,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2014,5.925087721225632,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2015,5.958684061957037,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2016,5.994188837633576,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2017,6.031693600399705,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2018,6.071435842488556,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2019,6.113368348944518,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2020,6.157883137899123,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2021,6.204938183006717,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using safely managed drinking water services,2022,6.247048604801265,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2000,92.09302653973148,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2001,92.59390949764988,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2002,93.07062869639306,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2003,93.4761730857816,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2004,93.88457553093093,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2005,94.29474643578479,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2006,94.70764249575259,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2007,95.12258821081952,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2008,95.54008676265136,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2009,95.9595503190944,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2010,96.38097377257317,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2011,96.80474658033386,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2012,97.2304063276018,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2013,97.65809673419432,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2014,98.08776358008517,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2015,98.38247356791493,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2016,98.57763488943,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2017,98.7702384337868,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2018,98.77136701847627,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2019,98.77136654421062,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2020,98.77137068473726,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2021,98.77136763963975,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using safely managed drinking water services,2022,98.77136430419141,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2000,98.12427921907614,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2001,98.24783563340361,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2002,98.37146038937311,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2003,98.49515348698461,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2004,98.61891492623816,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2005,98.74274470713371,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2006,98.86664282967132,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2007,98.99060929385094,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2008,99.1146440996726,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2009,99.23874724713627,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2010,99.36291873624198,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2011,99.48715856698971,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2012,99.61146673937949,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2013,99.73584325341128,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2014,99.86028810908506,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2015,99.98401764970266,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2016,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2017,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2018,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2019,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2020,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2021,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using safely managed drinking water services,2022,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2000,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2001,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2002,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2003,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2004,99.97335508428495,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2005,99.97550299075586,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2006,99.97765089722677,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2007,99.97979880369768,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2008,99.98194671016859,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2009,99.98409461663948,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2010,99.98624252311039,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2011,99.9883904295813,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2012,99.99053833605221,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2013,99.99268624252312,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2014,99.99483414899403,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2015,99.99698205546494,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2016,99.99912996193585,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2017,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2018,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2019,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2020,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2021,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using safely managed drinking water services,2022,100,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2000,68.54951801865438,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2001,68.86417081712152,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2002,69.17526161735456,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2003,69.48280618073322,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2004,69.7863824437527,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2005,70.08601245431811,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2006,70.38172989640609,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2007,70.63542333455719,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2008,70.88483527225942,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2009,71.12998845176095,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2010,71.3704833631711,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2011,71.60637291136852,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2012,71.83812373237375,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2013,72.06535749329103,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2014,72.28810150664431,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2015,72.50683793402327,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2016,72.72159971267536,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2017,72.93200624708477,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2018,73.12643788793517,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2019,73.27191936387443,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2020,73.41323109731101,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2021,73.71989554245077,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using safely managed drinking water services,2022,73.8560448264451,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2000,27.42229101288417,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2001,27.58308485529145,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2002,27.78180634118575,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2003,27.98041249882768,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2004,29.57639502426826,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2005,31.19525067377243,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2006,32.83665956302166,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2007,34.50070619707965,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2008,36.18792060396483,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2009,37.8980963565358,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2010,39.63144421657648,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2011,41.38690083481284,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2012,42.42858071755051,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2013,43.0132402114745,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2014,43.5985204056278,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2015,44.18409342858218,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2016,44.76963246711018,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2017,45.35481245266462,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2018,45.53563971650619,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2019,45.71646535255324,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2020,45.89689609333438,Total,,%,,,,Total
Congo,CG,COG,178,Proportion of population using safely managed drinking water services,2021,46.07653625166515,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2000,76.40623538137443,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2001,76.75395869192573,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2002,77.08671435815724,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2003,77.40466267178989,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2004,77.70784952315557,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2005,77.99627922775099,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2006,78.27047620523487,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2007,78.53062087420143,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2008,78.77711895260104,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2009,79.01002406234187,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2010,79.23003995721824,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2011,79.43738799792035,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2012,79.6319515328466,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2013,79.81455109894266,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2014,79.9860262766625,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2015,80.14721556351107,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2016,80.29888116729342,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2017,80.44177070412059,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2018,80.52559036082803,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2019,80.52068401364558,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2020,80.51604656686148,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2021,80.51168811121977,Total,,%,,,,Total
Costa Rica,CR,CRI,188,Proportion of population using safely managed drinking water services,2022,80.50757848783849,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2000,85.11640783551468,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2001,85.16894907164598,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2002,85.2101916675425,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2003,85.25168154379367,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2004,85.29292733892498,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2005,85.3341709221267,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2006,85.37541881870595,Total,,%,,,,Total
Croatia,HR,HRV,191,Proportion of population using safely managed drinking water services,2007,85.41666117362657,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2000,95.8530718305109,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2001,95.8530051421198,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2002,95.85304397291935,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2003,95.84554260442933,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2004,96.10549344825175,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2005,96.36541063313841,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2006,96.62529655831204,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2007,96.88515391165522,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2008,97.14498090852138,Total,,%,,,,Total
Cyprus,CY,CYP,196,Proportion of population using safely managed drinking water services,2009,97.40478253079226,Total,,%,,,,Total
